alive,alive_since,anonymity,average_timeout,first_seen,ip_data_as,ip_data_asname,ip_data_city,ip_data_continent,ip_data_continentCode,ip_data_country,ip_data_countryCode,ip_data_district,ip_data_hosting,ip_data_isp,ip_data_lat,ip_data_lon,ip_data_mobile,ip_data_org,ip_data_proxy,ip_data_regionName,ip_data_status,ip_data_timezone,ip_data_zip,ip_data_last_update,last_seen,port,protocol,proxy,ssl,timeout,times_alive,times_dead,uptime,ip
true,1777800355.5643,elite,4317.9925507393,1776090222.3749,"AS24342 BRACNet Limited",BRAC-BDMAIL-AS-BD,Dhaka,Asia,AS,Bangladesh,BD,,false,"BRACNet Limited",23.7891,90.4126,false,bracNet,false,"Dhaka Division",success,Asia/Dhaka,1212,1777555644,1777800355.5643,1080,socks5,socks5://115.127.53.114:1080,true,8626.5821456909,690,1008,40.636042402827,115.127.53.114
true,1777800347.9801,elite,7163.6866160964,1750612761.084,"AS24323 aamra networks limited,",AAMRA-NETWORKS-AS-AP,Dhaka,Asia,AS,Bangladesh,BD,Gulshan,false,"Aamra Networks Limited",23.7938,90.4042,false,,true,"Dhaka Division",success,Asia/Dhaka,1212,1777668129,1777800347.9801,9898,http,http://182.160.110.154:9898,false,5720.8590507507,6299,82712,7.0766534473267,182.160.110.154
true,1777800282.6689,transparent,3099.9272042061,1777665438.6201,"AS45326 Broad Band Telecom Services Ltd",BBTS-AS-AP,Chittagong,Asia,AS,Bangladesh,BD,"Double Moorings",false,"BBTS Network",22.3234,91.8117,false,,false,Chittagong,success,Asia/Dhaka,4000,1777664868,1777800346.6872,10001,http,http://119.18.146.65:10001,false,957.68618583679,1701,612,73.540856031128,119.18.146.65
true,1777800345.2438,transparent,6069.9432128688,1759571346.6871,"AS23688 Link3 Technologies Ltd.",LINK3-TECH-AS-BD-AP,Dhaka,Asia,AS,Bangladesh,BD,,false,"Link3 Technologies Limited",23.7278,90.4135,false,"Link3 Technologies Ltd",true,"Dhaka Division",success,Asia/Dhaka,1000,1777284477,1777800345.2438,2314,http,http://123.200.3.125:2314,false,3319.6496963501,3251,14706,18.104360416551,123.200.3.125
true,1777800343.3477,elite,4537.4186673075,1767174391.9504,"AS135341 Orange Communication",ORANGE2-AS-AP,Dhaka,Asia,AS,Bangladesh,BD,,false,"Md Kamrul Islam",23.7278,90.4135,false,,false,"Dhaka Division",success,Asia/Dhaka,1000,1777713638,1777800343.3477,2025,socks5,socks5://103.151.75.21:2025,true,5183.028459549,2083,20566,9.1968740341737,103.151.75.21
true,1777800299.8916,elite,6239.2181646312,1774728717.3696,"AS24342 BRACNet Limited",BRAC-BDMAIL-AS-BD,Dhaka,Asia,AS,Bangladesh,BD,Mohammadpur,false,"BRACNet Limited",23.7639,90.3707,false,bracNet,true,"Dhaka Division",success,Asia/Dhaka,1207,1777300222,1777800339.8093,2327,http,http://115.127.176.210:2327,false,7928.5635948181,4452,40632,9.8749001863189,115.127.176.210
true,1777800335.1593,transparent,5553.3541948804,1765971219.9058,"AS38562 Innovative Online Limited",IOLBD-AS,Sherpur,Asia,AS,Bangladesh,BD,,false,"Inovative Online LTD",25.0188,90.0175,false,"Ntech Communication",false,"Mymensingh Division",success,Asia/Dhaka,,1777463577,1777800335.1593,8090,http,http://103.175.127.5:8090,false,5004.7500133514,17051,222053,7.1312065042827,103.175.127.5
true,1777800333.2374,elite,4185.2270099723,1776086212.4047,"AS23923 Agni Systems Limited",AGNI-AS,Dhaka,Asia,AS,Bangladesh,BD,,false,"Agni Systems Limited",23.746,90.382,true,"Agni Systems Ltd.",false,"Dhaka Division",success,Asia/Dhaka,1205,1777294083,1777800333.2374,22122,socks5,socks5://119.148.51.30:22122,true,3629.0905475616,4120,5975,40.812283308569,119.148.51.30
true,1777800329.3642,transparent,7004.3058620413,1750609254.4802,"AS63969 Race Online Limited",RACEONLINE-BD,Jessore,Asia,AS,Bangladesh,BD,,false,"Earth Telecommunication",23.1596,89.2605,false,,true,"Khulna Division",success,Asia/Dhaka,7400,1777365772,1777800329.3642,8081,http,http://103.124.251.12:8081,false,9591.1092758179,25959,313917,7.6377855453165,103.124.251.12
true,1777800315.3233,elite,5430.669368696,1764748719.8569,"AS24342 BRACNet Limited",BRAC-BDMAIL-AS-BD,Dhaka,Asia,AS,Bangladesh,BD,Mohammadpur,false,"BRACNet Limited",23.7639,90.3707,false,bracNet,false,"Dhaka Division",success,Asia/Dhaka,1207,1777485615,1777800315.3233,6969,http,http://115.127.178.50:6969,false,6253.0188560486,6208,106808,5.4930275359241,115.127.178.50
true,1777800303.2803,elite,3841.1957016349,1770199381.6237,"AS138640 HelloTech Limited",HELLOTECHLIMITED-AS-AP,Hājīganj,Asia,AS,Bangladesh,BD,,false,"Asiatel Network Limited",23.2519,90.8551,false,"Asiatel Network Limited",false,Chittagong,success,Asia/Dhaka,,1777388299,1777800303.2803,1080,socks5,socks5://43.246.201.253:1080,true,2011.6016864777,6234,5862,51.537698412698,43.246.201.253
true,1777800282.404,elite,4938.0761381582,1776078164.8072,"AS38071 Aftab IT Limited.",AFTABIT-BD-AS-AP,Dhaka,Asia,AS,Bangladesh,BD,Motijheel,false,"Aftab IT Limited",23.737,90.4121,false,"Aftab IT Limited",false,"Dhaka Division",success,Asia/Dhaka,1000,1777547553,1777800282.404,1080,socks5,socks5://223.27.82.91:1080,true,8291.9983863831,1410,1686,45.542635658915,223.27.82.91
true,1777800274.4112,transparent,6153.4093428625,1772079043.6479,"AS138004 MIR INFO SYSTEMS LTD.",MISL-AS-AP,"Magura District",Asia,AS,Bangladesh,BD,,false,"MIR INFO SYSTEMS LTD.",23.487,89.4159,false,"Mir Info Systems Ltd.",true,"Khulna Division",success,Asia/Dhaka,,1777522497,1777800274.4112,8885,http,http://103.142.69.169:8885,false,13813.598632812,14399,128232,10.095280829553,103.142.69.169
true,1777800240.392,elite,4571.3919803409,1776081872.2391,"AS149868 Comfort Solutions",COMFORTSOLUTIONS-AS-AP,Tongi,Asia,AS,Bangladesh,BD,,false,"Comfort Solutions",23.8915,90.4023,false,"Md. Ruhul Amin Sarker",false,"Dhaka Division",success,Asia/Dhaka,1230,1777405065,1777800240.392,1080,socks5,socks5://103.189.218.158:1080,true,10413.103580475,1304,1992,39.563106796117,103.189.218.158
true,1777800239.6089,elite,3905.0429046752,1764606371.2819,"AS24323 aamra networks limited,",AAMRA-NETWORKS-AS-AP,Dhaka,Asia,AS,Bangladesh,BD,,false,"Aamra Networks Limited",23.7891,90.4126,false,"Aamra Networks Limited",false,"Dhaka Division",success,Asia/Dhaka,1212,1777669532,1777800239.6089,1077,socks5,socks5://203.202.252.61:1077,true,1089.2603397369,598,9068,6.1866335609352,203.202.252.61
true,1777800223.3917,elite,4155.9281071379,1776079612.2139,"AS63961 Bangladesh Research and Education Network (BdREN)",BDREN-UGC-AS-AP,Rajshahi,Asia,AS,Bangladesh,BD,,false,"Bangladesh Research and Education Network (BdREN)",24.374,88.6011,false,"Bangladesh Research and Education Network (BdREN)",false,"Rajshahi Division",success,Asia/Dhaka,6100,1777547427,1777800223.3917,1080,socks5,socks5://163.47.37.190:1080,true,2431.1983585358,1356,1739,43.812600969305,163.47.37.190
true,1777800121.0893,elite,4168.8033655045,1776088072.0166,"AS149868 Comfort Solutions",COMFORTSOLUTIONS-AS-AP,Tongi,Asia,AS,Bangladesh,BD,,false,"Comfort Solutions",23.8915,90.4023,false,"Md. Ruhul Amin Sarker",false,"Dhaka Division",success,Asia/Dhaka,1230,1777293987,1777800154.7792,6969,socks5,socks5://103.189.218.76:6969,true,2910.6965065002,5631,5255,51.726988792945,103.189.218.76
true,1777800150.3142,elite,3926.9780989038,1776086898.9115,"AS45588 Bangladesh Telecommunications Company Limited (BTCL), Nationwide PSTN Operator and Data and Internet Service Provider.",BTCL-ISP-AS,Dhaka,Asia,AS,Bangladesh,BD,,false,"Bangladesh Telegraph & Telephone Board",23.7729,90.3657,false,"Bangladesh Telegraph & Telephone Board",false,"Dhaka Division",success,Asia/Dhaka,1207,1777293986,1777800150.3142,1088,socks5,socks5://114.130.175.146:1088,true,2125.3941059113,6443,4928,56.661683229267,114.130.175.146
true,1777800120.5413,elite,4490.7509999197,1776085061.6413,"AS23923 Agni Systems Limited",AGNI-AS,Dhaka,Asia,AS,Bangladesh,BD,,false,"Agni Systems Limited",23.7534,90.3722,true,"Agni Systems Ltd.",true,"Dhaka Division",success,Asia/Dhaka,1209,1777293546,1777800120.5413,22122,socks5,socks5://119.148.31.170:22122,true,2614.4714355469,1525,7170,17.538815411156,119.148.31.170
true,1777799878.6571,elite,4160.1760138509,1776085099.9971,"AS23956 AmberIT Limited",AMBERIT-BD-AS,Dhaka,Asia,AS,Bangladesh,BD,,false,"Amber IT Limited",23.7278,90.4135,false,"Dhakacom Limited",false,"Dhaka Division",success,Asia/Dhaka,1000,1777293609,1777800107.663,12321,socks5,socks5://202.4.117.136:12321,true,10082.227230072,6044,5028,54.588150289017,202.4.117.136
true,1777799960.3092,elite,4327.2056270181,1776088372.6463,"AS23991 Ranks ITT Ltd.",RANKS-AS-BD,Dhaka,Asia,AS,Bangladesh,BD,,false,"Ranks ITT",23.7891,90.4126,false,"Ranks ITT Ltd.",false,"Dhaka Division",success,Asia/Dhaka,1212,1777300223,1777800026.8928,1080,socks5,socks5://202.40.190.74:1080,true,1782.2198867798,1781,2431,42.283950617284,202.40.190.74
