alive,alive_since,anonymity,average_timeout,first_seen,ip_data_as,ip_data_asname,ip_data_city,ip_data_continent,ip_data_continentCode,ip_data_country,ip_data_countryCode,ip_data_district,ip_data_hosting,ip_data_isp,ip_data_lat,ip_data_lon,ip_data_mobile,ip_data_org,ip_data_proxy,ip_data_regionName,ip_data_status,ip_data_timezone,ip_data_zip,ip_data_last_update,last_seen,port,protocol,proxy,ssl,timeout,times_alive,times_dead,uptime,ip
true,1777800554.1015,elite,4523.1401183152,1776078831.209,"AS137961 MD. Mokhlesur Rahman",ABUZZITLIMITED-AS-AP,Rajshahi,Asia,AS,Bangladesh,BD,,false,"Abuzz IT Limited",24.374,88.6011,false,ABUZZITLIMITED,false,"Rajshahi Division",success,Asia/Dhaka,6100,1777287843,1777800972.7954,1080,socks5,socks5://103.118.85.144:1080,true,2498.9972114563,2568,6771,27.497590748474,103.118.85.144
true,1777800613.0672,transparent,4886.919628998,1777194537.5769,"AS23688 Link3 Technologies Ltd.",LINK3-TECH-AS-BD-AP,Dhaka,Asia,AS,Bangladesh,BD,,false,"Link3 Technologies Limited",23.7891,90.4126,false,"Link3 Technologies Ltd",false,"Dhaka Division",success,Asia/Dhaka,1212,1777798172,1777800965.9666,5555,http,http://123.200.26.38:5555,false,2381.810426712,2091,4637,31.079072532699,123.200.26.38
true,1777800961.4253,elite,4353.4642654944,1776088464.809,"AS38203 ADN Telecom Ltd.",ADNTELECOMLTD-BD,Dhaka,Asia,AS,Bangladesh,BD,,false,"ADN Telecom Ltd.",23.7254,90.4189,false,"ADN Telecom Ltd.",false,"Dhaka Division",success,Asia/Dhaka,1217,1777295264,1777800961.4253,3629,socks4,socks4://202.51.179.105:3629,true,1036.4775657654,17884,34240,34.31049036912,202.51.179.105
true,1777800960.7515,elite,4372.0111296576,1776087067.6589,"AS137961 MD. Mokhlesur Rahman",ABUZZITLIMITED-AS-AP,Rajshahi,Asia,AS,Bangladesh,BD,,false,"Abuzz IT Limited",24.374,88.6011,false,ABUZZITLIMITED,false,"Rajshahi Division",success,Asia/Dhaka,6100,1777293645,1777800960.7515,1080,socks5,socks5://103.118.85.146:1080,true,9614.6368980408,2426,6646,26.741622574956,103.118.85.146
true,1777800960.4093,transparent,7312.3732522973,1776088222.8901,"AS152479 DELTA SOFTWARE AND COMMUNICATION LIMITED",DSACL-AS-AP,Hājīganj,Asia,AS,Bangladesh,BD,,false,"Delta Software and Communication Limited",23.2519,90.8551,false,"Mehedi Enterprise",true,Chittagong,success,Asia/Dhaka,,1777296801,1777800960.4093,8090,http,http://103.224.55.154:8090,false,3276.4141559601,1609,10783,12.984183344093,103.224.55.154
true,1777800423.719,elite,3876.7774167857,1776079732.2596,"AS24342 BRACNet Limited",BRAC-BDMAIL-AS-BD,Dhaka,Asia,AS,Bangladesh,BD,,false,"BRACNet Limited",23.7529,90.4267,false,"BRACNet Limited",false,"Dhaka Division",success,Asia/Dhaka,1219,1777287821,1777800955.4952,1080,socks5,socks5://115.127.112.34:1080,true,8993.2577610016,5810,5321,52.196568143024,115.127.112.34
true,1777800954.3552,transparent,6854.2423629328,1710607350.1099,"AS63984 Nexdecade Technology Pvt. LTD",VTS-AS-AP,Dhaka,Asia,AS,Bangladesh,BD,Tejgaon,false,"Nexdecade Technology Pvt. LTD",23.7517,90.3856,false,"Nexdecade Technology Pvt. LTD",true,"Dhaka Division",success,Asia/Dhaka,1215,1777366017,1777800954.3552,3212,http,http://103.204.82.34:3212,false,4979.4189929962,59086,719070,7.5930790227152,103.204.82.34
true,1777800950.3461,transparent,4329.4525919529,1777235358.2033,"AS9441 Next Online Limited.",NEXT-BD,Bhatara,Asia,AS,Bangladesh,BD,,false,"Next Online Ltd.",23.8,90.45,false,Nextonline,true,"Dhaka Division",success,Asia/Dhaka,1212,1777234602,1777800950.3461,50505,http,http://103.250.69.145:50505,false,7819.0689086914,2199,4538,32.640641234971,103.250.69.145
true,1777800936.4759,transparent,7898.5128946472,1750612260.7566,"AS45588 Bangladesh Telecommunications Company Limited (BTCL), Nationwide PSTN Operator and Data and Internet Service Provider.",BTCL-ISP-AS,Dhaka,Asia,AS,Bangladesh,BD,,false,"Bangladesh Telegraph & Telephone Board",23.7729,90.3657,false,"Bangladesh Telegraph & Telephone Board",true,"Dhaka Division",success,Asia/Dhaka,1207,1777421754,1777800936.4759,58080,http,http://114.130.153.46:58080,false,10634.68670845,228,3997,5.396449704142,114.130.153.46
true,1777800934.2206,transparent,5712.1611352322,1756329318.7964,"AS134204 Business Network",BUSINESSNETWORK-AS-AP,Pīrgaaj,Asia,AS,Bangladesh,BD,,false,BUSINESSNETWORK,25.8559,88.3594,false,,true,"Rangpur Division",success,Asia/Dhaka,,1777414185,1777800934.2206,4840,http,http://203.76.220.121:4840,false,10647.078752518,1999,14434,12.164546948214,203.76.220.121
true,1777800931.7504,elite,3979.3306744315,1776082714.3941,"AS23923 Agni Systems Limited",AGNI-AS,Dhaka,Asia,AS,Bangladesh,BD,,false,"Agni Systems Limited",23.7891,90.4126,false,"Agni Systems Ltd.",true,"Dhaka Division",success,Asia/Dhaka,1212,1777289071,1777800931.7504,22122,socks5,socks5://119.148.11.141:22122,true,5831.465959549,6177,4886,55.834764530417,119.148.11.141
true,1777800928.1354,transparent,3254.5884891176,1756318829.9758,"AS137967 Digicon Telecommunication Ltd",DIGICON-ISP-AS,Chittagong,Asia,AS,Bangladesh,BD,,false,MiME,22.3919,91.8335,false,"Confidence Power Bogra Unit-2 Limited",true,Chittagong,success,Asia/Dhaka,4209,1777490135,1777800928.1354,2698,http,http://103.161.69.252:2698,false,3592.2405719757,40991,268834,13.230371984185,103.161.69.252
true,1777800924.2903,transparent,5858.5420846939,1777798900.5413,"AS141398 Search IT",SEARCHIT-AS-AP,"Maulavi Bāzār",Asia,AS,Bangladesh,BD,,false,"SEARCH IT",24.4889,91.7708,false,"Md Tarekol Islam Maruf & Mrinal Kanti Sarkar",true,"Sylhet Division",success,Asia/Dhaka,,1777797218,1777800924.2903,8080,http,http://103.158.62.129:8080,false,1902.5795459747,2,12,14.285714285714,103.158.62.129
true,1777800861.2187,elite,3625.6389726747,1759210659.0927,"AS38203 ADN Telecom Ltd.",ADNTELECOMLTD-BD,Dhaka,Asia,AS,Bangladesh,BD,,false,"ADN Telecom Ltd.",23.781,90.4025,false,"ADN Telecom Ltd.",false,"Dhaka Division",success,Asia/Dhaka,1208,1777238343,1777800920.7279,1080,socks5,socks5://103.219.163.246:1080,true,3687.5348091125,7624,4037,65.380327587685,103.219.163.246
true,1777800902.5106,elite,4159.9197250442,1776085099.9971,"AS23956 AmberIT Limited",AMBERIT-BD-AS,Dhaka,Asia,AS,Bangladesh,BD,,false,"Amber IT Limited",23.7278,90.4135,false,"Dhakacom Limited",false,"Dhaka Division",success,Asia/Dhaka,1000,1777293609,1777800902.5106,12321,socks5,socks5://202.4.117.136:12321,true,2610.9101772308,6045,5029,54.587321654325,202.4.117.136
true,1777800846.9364,elite,4493.8066058828,1776085061.6413,"AS23923 Agni Systems Limited",AGNI-AS,Dhaka,Asia,AS,Bangladesh,BD,,false,"Agni Systems Limited",23.7534,90.3722,true,"Agni Systems Ltd.",true,"Dhaka Division",success,Asia/Dhaka,1209,1777293546,1777800846.9364,22122,socks5,socks5://119.148.31.170:22122,true,9153.6056995392,1526,7172,17.544263048977,119.148.31.170
true,1777800751.5035,elite,4015.5718804648,1776229111.5248,"AS141181 BCL Online Service",BCLONLINESERVICE-AS-AP,Azimpur,Asia,AS,Bangladesh,BD,,false,"BCL Online Service",23.7298,90.3854,false,"A M Kamal Uddin Selim",false,"Dhaka Division",success,Asia/Dhaka,1205,1777435660,1777800836.2877,9898,socks5,socks5://103.155.184.51:9898,true,4532.3643684387,768,3713,17.139031466191,103.155.184.51
true,1777799275.2396,elite,4044.4253739735,1776080488.4276,"AS23923 Agni Systems Limited",AGNI-AS,Dhaka,Asia,AS,Bangladesh,BD,,false,"Agni Systems Limited",23.7891,90.4126,false,"Agni Systems Ltd.",true,"Dhaka Division",success,Asia/Dhaka,1212,1777287575,1777800823.8374,22122,socks5,socks5://119.148.7.10:22122,true,2168.4589385986,6525,4335,60.082872928177,119.148.7.10
true,1777800800.247,elite,4181.6188439936,1770198324.6933,"AS23688 Link3 Technologies Ltd.",LINK3-TECH-AS-BD-AP,Dhaka,Asia,AS,Bangladesh,BD,Gulshan,false,"Link3 Technologies Limited",23.7971,90.4133,false,"Link3 Technologies Ltd",false,"Dhaka Division",success,Asia/Dhaka,1212,1777415521,1777800816.2435,1080,socks5,socks5://27.147.255.146:1080,true,3762.4762058258,6119,6393,48.905051150895,27.147.255.146
true,1777800785.7463,elite,5031.2562079888,1776089662.0034,"AS23923 Agni Systems Limited",AGNI-AS,Dhaka,Asia,AS,Bangladesh,BD,,false,"Agni Systems Ltd. SUB",23.746,90.382,false,"Agni Systems Limited",false,"Dhaka Division",success,Asia/Dhaka,1205,1777196069,1777800785.7463,22122,socks5,socks5://119.148.62.42:22122,true,2963.520526886,1571,3284,32.358393408857,119.148.62.42
true,1777800782.8821,elite,4181.7954075746,1776079074.7173,"AS38493 Royal Green Communication Limited",ROYALGREENINCBD-TRANSIT-AS-AP,Dhaka,Asia,AS,Bangladesh,BD,,false,"Royal Green Limited",23.7729,90.3657,false,"Royal Green Limited",false,"Dhaka Division",success,Asia/Dhaka,1207,1777287546,1777800782.8821,1080,socks5,socks5://123.136.24.161:1080,true,1495.9421157837,5298,5728,48.050063486305,123.136.24.161
true,1777800693.8655,elite,4313.3717031796,1776090222.3749,"AS24342 BRACNet Limited",BRAC-BDMAIL-AS-BD,Dhaka,Asia,AS,Bangladesh,BD,,false,"BRACNet Limited",23.7891,90.4126,false,bracNet,false,"Dhaka Division",success,Asia/Dhaka,1212,1777555644,1777800693.8655,1080,socks5,socks5://115.127.53.114:1080,true,1124.9868869781,691,1010,40.623162845385,115.127.53.114
true,1777800121.0893,elite,4169.6220747895,1776088072.0166,"AS149868 Comfort Solutions",COMFORTSOLUTIONS-AS-AP,Tongi,Asia,AS,Bangladesh,BD,,false,"Comfort Solutions",23.8915,90.4023,false,"Md. Ruhul Amin Sarker",false,"Dhaka Division",success,Asia/Dhaka,1230,1777293987,1777800660.0849,6969,socks5,socks5://103.189.218.76:6969,true,8586.77983284,5633,5255,51.735855988244,103.189.218.76
true,1777800514.4687,elite,4047.2438477877,1777380923.3183,"AS45766 Triangle Services Limited.",TRIANGLESERVICES,Dhaka,Asia,AS,Bangladesh,BD,Bādda,false,"Md. Abdul Kayum Rashed",23.781,90.4228,false,,false,"Dhaka Division",success,Asia/Dhaka,1208,1777377623,1777800659.3195,1080,socks5,socks5://43.251.86.65:1080,true,10587.832927704,2092,1419,59.584164055825,43.251.86.65
true,1777799960.3092,elite,4327.2056270181,1776088372.6463,"AS23991 Ranks ITT Ltd.",RANKS-AS-BD,Dhaka,Asia,AS,Bangladesh,BD,,false,"Ranks ITT",23.7891,90.4126,false,"Ranks ITT Ltd.",false,"Dhaka Division",success,Asia/Dhaka,1212,1777300223,1777800026.8928,1080,socks5,socks5://202.40.190.74:1080,true,1782.2198867798,1781,2431,42.283950617284,202.40.190.74
